CAFE INTERNET COMUNICACIONES JM;CALLE 68A No 68A -71;ENGATIVA;BELLAVISTA OCCIDENTAL;Engativa;CL 68 A 68 A 71;4.675388657791441;-74.08881697409753
ACCESORIOS PARA CELULAR MAGDAIPC COMUNICACION;AVENIDA CALLE 72 No 68G - 23;ENGATIVA;BELLAVISTA OCCIDENTAL;Calle 80;AC 72 68 G 23;4.67991500049189;-74.08812953486137
CAFE INTERNET JADI COMUNICACIONES;CARRERA 68 F  NRO 70 A - 41;ENGATIVA;BELLAVISTA OCCIDENTAL;Engativa;KR 68 F 70 A 41;4.678837776593154;-74.08824707414966
LA TARE@.COM;CARRERA 68 F NO 69 A 12;ENGATIVA;BELLAVISTA OCCIDENTAL;Engativa;KR 68 F 69 A 12;4.677750246778059;-74.08894607939476
CAFE INTERNET ALVARO FORERO;TRANSVERSAL 85 No 63F 04;ENGATIVA;VILLA LUZ;Engativa;TV 85 63 F 04;4.6831341814612895;-74.11104697077086
SALSAMENTARIA AVILACTEOS VILLA LUZ;CARRERA 77A No 63B - 57;ENGATIVA;VILLA LUZ;Engativa;KR 77 A 63 B 57;4.680302107452732;-74.10841779352035
PAPELERIA Y LIBRERIA JM;AVENIDA CALLE 72 No 76 20;ENGATIVA;TABORA;Engativa;AC 72 76 20;4.690698603640056;-74.09905052390886
MISCELANEA Y PAPELERIA BARBARITA;CARRERA 107 No 75B - 15;ENGATIVA;GARCES NAVAS;Calle 80;KR 107 75 B 15;4.710817056407978;-74.12082327418021
CABINAS TELEFONICAS PUNTO CAF GARCES;TRANSVERSAL 106 No 74A - 37;ENGATIVA;GARCES NAVAS;Calle 80;TV 106 74 A 37;4.709577142906482;-74.12098264834007
CAFE INTERNET DISTRICOM RODRIGUEZ NET;CALLE 76 No 108 - 03;ENGATIVA;GARCES NAVAS;Calle 80;CL 76 108 03;4.712184275169076;-74.12105988215373
CABINAS TELEFONICAS PRACTI NET;CARRERA 110 No 78C - 16;ENGATIVA;GARCES NAVAS;Calle 80;KR 110 78 C 16;4.715482239936457;-74.11915440309093
DROGUERIA CITY FARMA;CARRERA 107 No 79A - 23;ENGATIVA;GARCES NAVAS;Calle 80;KR 107 79 A 23;4.7151622159589595;-74.11740275485937
CAFE INTERNET BRICAPA;CARRERA 110 No 79A - 22;ENGATIVA;GARCES NAVAS;Calle 80;KR 110 79 A 22;4.716311451317593;-74.11810257167107
CIGARRERIA Y MISCELANEA COUNTRY;TRANSVERSAL 106 No 77A - 05;ENGATIVA;GARCES NAVAS;Calle 80;TV 106 77 A 05;4.711820569913194;-74.11865587269695
SUPERMERCADO PARAISO COMERCIAL;CALLE 76  NRO 108 - 22;ENGATIVA;GARCES NAVAS;Calle 80;CL 76 108 22;4.712531827325916;-74.12103118910196
PAPELERIA Y MISCELANEA DAYANIS;CALLE 66B No 123 - 78;ENGATIVA;EL GACO;Engativa;CL 66 B 123 78;4.7173133212468175;-74.14019804618776
SUPERMERCADO BOYACA TIERRA VERDE;CARRERA 76 No 75A - 37;ENGATIVA;TABORA;Calle 80;KR 76 75 A 37;4.6942658995856;-74.0960743030652
SIN BOGOTA NORMANDIA;CALLE 55 # 74A - 05;ENGATIVA;NORMANDIA OCCIDENTAL;Engativa;CL 55 74 A 05;4.67559520604358;-74.1082736183295
PAPELERIA CLIPS AND CLICK;CARRERA 73A No 52B - 45;ENGATIVA;NORMANDIA OCCIDENTAL;Engativa;KR 73 A 52 B 45;4.67358989848496;-74.1087362101358
MICELANEA ABUELITA FLOR;AVENIDA CARRERA 104 No 75 - 09;ENGATIVA;GARCES NAVAS ORIENTAL;Calle 80;AK 104 75 09;4.7081583458790295;-74.11784429871254
CENTRO DE COMUNICACIONES EU;CARRERA 104 No 76B - 27;ENGATIVA;GARCES NAVAS ORIENTAL;Calle 80;KR 104 76 B 27;4.71030071760232;-74.1167123891074
DROGUERIA J MARIO;CALLE 77 No 111 - 55;ENGATIVA;GARCES NAVAS SUR;Calle 80;CL 77 111 55;4.715413790247613;-74.12267751371475
CAFE INTERNET COMUNICACIONES JUAN D NO 1;CARRERA 80 NO 71B-14;ENGATIVA;SANTA HELENITA;Engativa;KR 80 71 B 14;4.69203184454778;-74.101862594643
CABINAS TELEFONICAS Y ALGO MAS;CARRERA 84 BIS No 71A - 01;ENGATIVA;SANTA HELENITA;Engativa;KR 84 BIS 71 A 01;4.694195874332964;-74.10561085964886
LAVANDERIA SIGIFREDO ROCHA;CARRERA 80 No 71 B - 14;ENGATIVA;SANTA HELENITA;Engativa;KR 80 71 B 14;4.69203184454778;-74.101862594643
MISCELANEA MABEL XIOMARA SUSA;CARRERA 83 No 73 12;ENGATIVA;SANTA HELENITA;Engativa;KR 83 73 12;4.69561668286246;-74.1030444946801
CIGARRERIA LAUNY;CARRERA 80 No 69A - 46 AP 200;ENGATIVA;SANTA HELENITA;Engativa;KR 80 69 A 46;4.689574530343637;-74.10364248970839
PANALERA VARIEDADES K Y K;CALLE 71A No 77A - 15;ENGATIVA;SANTA HELENITA;Engativa;CL 71 A 77 A 15;4.69028164146599;-74.1006599180114
CAFE INTERNET COMUNICACIONES JIRETH J C;CARRERA 80A No 71 - 05;ENGATIVA;SANTA HELENITA;Engativa;KR 80 A 71 05;4.6911931797242;-74.1032587907115
CAFE INTERNET MAX COMUNIK;CALLE 69A No 80A - 13;ENGATIVA;SANTA HELENITA;Engativa;CL 69 A 80 A 13;4.689582033772256;-74.10467714009873
FERRETERIA FERRELECTRICOS 77;CARRERA 77A No 71A - 11;ENGATIVA;SANTA HELENITA;Engativa;KR 77 A 71 A 11;4.690477655276809;-74.10053739483084
CAFE INTERNET AT PAPERS;AVENIDA CALLE 72 No 77A - 69;ENGATIVA;SANTA HELENITA;Engativa;AC 72 77 A 69;4.691342972210196;-74.10058288877683
INTERNET Y EXHIBICION DE MUEBLES EN MARMOL SO;CARRERA 82  NRO 70 A - 33;ENGATIVA;SANTA HELENITA;Engativa;KR 82 70 A 33;4.692062465418499;-74.10474077136753
CAFE INTERNET LAURISSS COMUNICACIONES;CALLE 69A No 77C - 35 PISO 1;ENGATIVA;SANTA HELENITA;Engativa;CL 69 A 77 C 35;4.6885556316761265;-74.10338974467608
CAFE INTERNET CONECFON;CALLE 71 A  No 75 - 36;ENGATIVA;BOYACA;Engativa;CL 71 A 75 36;4.6893020378100685;-74.09904481561608
PAPELERIA INGENIOS;CARRERA 74A No 66A - 44;ENGATIVA;BOYACA;Engativa;KR 74 A 66 A 44;4.683399486047232;-74.101405561987
MISCELANEA 23;CARRERA 23 No 71 - 69;ENGATIVA;BOYACA;Engativa;KR 23 71 69;4.661764594107011;-74.06710596060702
ALMACEN DE ROPA COLOMBIA JEANS;CARRERA 77A No 69A - 48;ENGATIVA;BOYACA;Engativa;KR 77 A 69 A 48;4.688185744544949;-74.10188996083211
VCA LAS NUEVAS CARAS DE LA COMUNICACION;CARRERA 77A No 67 16;ENGATIVA;BOYACA;Engativa;KR 77 A 67 16;4.685655996036321;-74.10381771676636
CAFE INTERNET NAVEGADORES WEB;CALLE 69A No 77 - 77 LOCAL 2;ENGATIVA;BOYACA;Engativa;CL 69 A 77 77;4.6876473808028996;-74.1022682342566
ENVIOS SERVIENTREGA;AVENIDA CALLE 68 No 76 - 19 DIRECCION ANTIGUA;ENGATIVA;BOYACA;Engativa;AC 68 76 19;4.68550599730112;-74.102588315882
PAPELERIA HERACOL;CALLE 66A No 72A - 18;ENGATIVA;BOYACA;Engativa;CL 66 A 72 A 18;4.68187394867174;-74.1002681033327
CAFE INTERNET LA PROVISION;CARRERA 75 NO 70 - 74;ENGATIVA;BOYACA;Engativa;KR 75 70 74;4.687782147930765;-74.09937368378202
PAPELERIA EL MILENIO;CARRERA 77A No 67 - 10;ENGATIVA;BOYACA;Engativa;KR 77 A 67 10;4.6856115482422345;-74.10385173955686
INMOBILIARIA GALEANOS GIL Y ASOCIADOS CIA LTDA;AVENIDA CALLE 72 No 76 - 05;ENGATIVA;BOYACA;Engativa;AC 72 76 05;4.690185737309188;-74.0991399846395
CABINAS TELEFONICAS GP;AVENIDA CARRERA 68 No 67F - 68;ENGATIVA;EL LAUREL;Engativa;AK 68 67 F 68;4.676246127576045;-74.08634899200096
CABINAS TELEFONICAS COMUNICACIONES P Y P;CALLE 66A No 71 - 72;ENGATIVA;EL LAUREL;Engativa;CL 66 A 71 72;4.680228512289573;-74.09808335126415
CAFE INTERNET SPEED INTERNET Y PAPELERIA;CARRERA 71 No 67 - 02;ENGATIVA;EL LAUREL;Engativa;KR 71 67 02;4.679990964190281;-74.09725602103521
DROGUERIA SANUS;CALLE 66 A  NRO 97 - 38;ENGATIVA;LOS ANGELES;Engativa;CL 66 A 97 38;4.69599687405868;-74.11917522043525
CAFE INTERNET ALAMOS ANGELES;CALLE 69 No 97A - 20;ENGATIVA;LOS ANGELES;Engativa;CL 69 97 A 20;4.698058756872341;-74.11831883520217
CAFETERIA RN LEO Y CAFE INTERNET;CARRERA 111B No 64D 02;ENGATIVA;SAN ANTONIO URBANO;Engativa;KR 111 B 64 D 02;4.7034129826620115;-74.13240315012672
CAFE INTERNET TELECOMUNICACIONES GRACIAS A DIOS;CALLE 64D No 110D - 60;ENGATIVA;SAN ANTONIO URBANO;Engativa;CL 64 D 110 D 60;4.70277998936565;-74.1317552329659
PAPELERIA Y MISCELANEA YAYITA;AVENIDA CALLE 72 No 104 - 23;ENGATIVA;ALAMOS;Calle 80;AC 72 104 23;4.705986391916834;-74.11936047485275
CAFE INTERNET VERDADERO MERCADIARIO;CR 111C No 75C - 38;ENGATIVA;VILLAS DE GRANADA;Calle 80;KR 111 C 75 C 38;4.7151817197933275;-74.12357615096012
CIGARRERIA Y EXTINTORES CAPITAL SAS;CALLE 72F No 113A - 24;ENGATIVA;VILLAS DE GRANADA;Calle 80;CL 72 F 113 A 24;4.715468395939256;-74.12813139572279
CAFE INTERNET TRAMITOMANIA.COM;CARRERA 105 F 69 D - 24 LOCAL 2;ENGATIVA;VILLA DEL MAR;Calle 80;KR 105 F 69 D 24;4.703923539589558;-74.12253784000269
PAPELERIA FUTUPAPER EU;CARRERA 104 No 65B 22;ENGATIVA;VILLA DEL MAR;Engativa;KR 104 65 B 22;4.698077400499319;-74.12369566045597
CAFE INTERNET PROFFESIONAL STUDY PHOTOGRAPHY J.A;CALLE 72 No 96A - 20;ENGATIVA;EL CEDRO;Calle 80;CL 72 96 A 20;4.70207673892962;-74.1142803726881
PAPELERIA QUE NOTA;CARRERA 101 No 71B - 62;ENGATIVA;EL CEDRO;Calle 80;KR 101 71 B 62;4.703564770366407;-74.1176695679931
CAFE INTERNET TELCELL;CALLE 67 No 69K - 19;ENGATIVA;LA ESTRADA;Engativa;CL 67 69 K 19;4.67779323634918;-74.09436843302721
CAFE INTERNET CONEXION DIRECTA 1;CALLE 73A No 70 - 27;ENGATIVA;BONANZA;Calle 80;CL 73 A 70 27;4.686217818401494;-74.09043844800553
TIENDA ONCES UN PUNTUAL;CARRERA 70G No 71A - 12;ENGATIVA;PALO BLANCO;Engativa;KR 70 G 71 A 12;4.684907599018633;-74.09343406105036
CAFE INTERNET Y COMUNICACIONES BAZANET;CALLE 69B No 70C - 84;ENGATIVA;PALO BLANCO;Engativa;CL 69 B 70 C 84;4.682900867446441;-74.09478645679413
MISCELANEA Y PAPELERIA MATSYA;CALLE 71 No 70B - 42;ENGATIVA;PALO BLANCO;Engativa;CL 71 70 B 42;4.683447236082779;-74.09352771739415
MISCELANEA Y PAPELERIA TRAVESURAS NICOLAS;CALLE 69A No 71 - 98;ENGATIVA;PALO BLANCO;Engativa;CL 69 A 71 98;4.683318365480366;-74.096171192106
CAFE INTERNET MULTISERVICIOS AVENIDA ROJAS;CARRERA 70 No 71A - 05;ENGATIVA;PALO BLANCO;Engativa;KR 70 71 A 05;4.68343426697468;-74.0920311578392
PAPELERIA Y VARIEDADES LA SEVILLANA;CARRERA 69M No 67 - 87;ENGATIVA;LA ESTRADA;Engativa;KR 69 M 67 87;4.678841586507833;-74.09400820774208
MISCELANEA Y PAPELERIA;CALLE 66 No 69F  13;ENGATIVA;LA ESTRADA;Engativa;CL 66 69 F 13;4.67632482624749;-74.0939916738284
MULTIPAGOS Y ENVIOS FENIX;AK 70 No 68A - 22;ENGATIVA;LA ESTRADA;Engativa;AK 70 68 A 22;4.679883729088678;-74.0941259243018
PAPELERIA SERVICIOS ACHIA;AVENIDA CALLE 72 NRO 69I - 31;ENGATIVA;LA ESTRADA;Engativa;AC 72 69 I 31;4.682540697653708;-74.09051164372539
CABINAS TELEFONICAS JP COMUNICACIONES Y SERVICIOS;CARRERA 70 No 64I - 60 LOCAL 102;ENGATIVA;LA ESTRADA;Engativa;KR 70 64 I 60;4.67661593273013;-74.0965479946932
CAFE INTERNET DAVID.TELECOM;CARRERA 69I No 67 - 67;ENGATIVA;LA ESTRADA;Engativa;KR 69 I 67 67;4.678164883452766;-74.09341375101069
PAPELERIA SERVI DIGITAL LA ESTRADA;CARRERA 69G No 71 - 63;ENGATIVA;LA ESTRADA;Engativa;KR 69 G 71 63;4.68178783486782;-74.0901430261412
CAFE INTERNET LUCHO NET COMUNICACIONES;CARRERA 69 K  NRO 68 - 09;ENGATIVA;LA ESTRADA;Engativa;KR 69 K 68 09;4.67875420948488;-74.0934592052249
CAFE INTERNET CYBERNAUTAS 7;CALLE 69 No 69D  - 21;ENGATIVA;LA ESTRADA;Engativa;CL 69 69 D 21;4.67895020048903;-74.0919575336672
SUPER AUTOSERVICIO;CALLE 51 No 71A - 04;ENGATIVA;NORMANDIA;Engativa;CL 51 71 A 04;4.66835190175636;-74.107364073247
MISCELANEA TELEVARIEDADES M Y MI;CALLE 53A No 71C - 26 LOCAL 4;ENGATIVA;NORMANDIA;Engativa;CL 53 A 71 C 26;4.67141546934128;-74.1058048362815
CAFE INTERNET SASEC LTDA;CARRERA 71C No 52 - 43;ENGATIVA;NORMANDIA;Engativa;KR 71 C 52 43;4.67023901476446;-74.10692696955336
CAFE INTERNET RIOBAMB@NET;CARRERA 70D No 50 - 72;ENGATIVA;NORMANDIA;Engativa;KR 70 D 50 72;4.66725666987135;-74.1067517103169
CABINAS TELEFONICAS GLORYNET.COM;CARRERA 71 D No 64I - 29;ENGATIVA;SAN JOAQUIN;Engativa;KR 71 D 64 I 29;4.679110448726572;-74.10019008083293
SUPERMERCADO EL ARISH;CARRERA 71 No 66 B - 02;ENGATIVA;SAN JOAQUIN;Engativa;KR 71 66 B 02;4.679770514911321;-74.09739810308659
CAFE INTERNET CALL.COM;CARRERA 71C No 64C - 93;ENGATIVA;SAN JOAQUIN;Engativa;KR 71 C 64 C 93;4.678039397366067;-74.10048253224686
PAPELERIA Y MISCELANEA LUZ Y ARTE;CARRERA 70F No 73A - 16;ENGATIVA;BONANZA;Calle 80;KR 70 F 73 A 16;4.687278183404904;-74.09141927244463
PANADERIA HOJALDRITA;CALLE 75 No 71D - 31;ENGATIVA;BONANZA;Calle 80;CL 75 71 D 31;4.690524953085977;-74.09233573607426
CAFE INTERNET MULTISERVICIOS;CALLE 75 No 70F - 38  LOCAL 6;ENGATIVA;BONANZA;Calle 80;CL 75 70 F 38;4.68945735346819;-74.0904950480018
CAFE INTERNET J&J COMUNICACIONES;CALLE 75 No 70 - 13;ENGATIVA;BONANZA;Calle 80;CL 75 70 13;4.68809519647221;-74.0888275097957
ACCESORIOS PARA PANADERIA LATAS Y MOLDES;AVENIDA CARRERA 72 No 73A 04;ENGATIVA;BONANZA;Calle 80;AK 72 73 A 04;4.688731500703089;-74.09356819423391
PAPELERIA VARIEDADES 70G;CARRERA 70G No 74 - 14;ENGATIVA;BONANZA;Calle 80;KR 70 G 74 14;4.687890141928048;-74.09157253146394
PAPELERIA DANNA Y SEBAS;CARRERA 113 B No 63C 22;ENGATIVA;VILLA GLADYS;Engativa;KR 113 B 63 C 22;4.708173245714509;-74.1404307036835
CAFE INTERNET DANDRUS NET;CARRERA 113B No 63B - 10;ENGATIVA;VILLA GLADYS;Engativa;KR 113 B 63 B 10;4.70772902337071;-74.14099551907444
ESTACION DE SERVICIO INTERAPIDISIMO;CALLE 64 No 113C 30;ENGATIVA;VILLA GLADYS;Engativa;CL 64 113 C 30;4.710014267701852;-74.13913959786566
VARIEDADES PELUFFO;DIAGONAL 84A No 77 - 73;ENGATIVA;PARIS GAITAN;Calle 80;DG 84 A 77 73;4.705850838457479;-74.09457935344528
DROGUERIA PUNTO 5;DIAGONAL 84A No 82A - 79;ENGATIVA;PARIS GAITAN;Calle 80;DG 84 A 82 A 79;4.705926322649694;-74.09711939569159
CABINAS TELEFONICAS TRAMINET;TRANSVERSAL 88C No 80A - 16;ENGATIVA;LOS CEREZOS;Calle 80;TV 88 C 80 A 16;4.703809117752576;-74.10144471582181
CAFE INTERNET KAMI COMUNICACIONES;CALLE 83 No 94A - 40;ENGATIVA;QUIRIGUA;Calle 80;CL 83 94 A 40;4.7097519995502735;-74.10361063631878
PAPELERIA DH;CALLE 84A BIS No 87 - 14;ENGATIVA;LOS CEREZOS;Calle 80;CL 84 A BIS 87 14;4.70704075687385;-74.0993579965415
PAPELERIA Y MISCELANEA LOS MUCHACHOS;CARRERA 90 No 82 - 76;ENGATIVA;QUIRIGUA ORIENTAL;Calle 80;KR 90 82 76;4.706345369982445;-74.10237369826872
DISTRIBUIDORA DE BELLEZA UNIVERSO DE COSMETICOS;CALLE 90 No 95F - 85;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;CL 90 95 F 85;4.71760203251808;-74.1028642323646
CAFE INTERNET COMUNICACIONES LA ESPERANZA;CALLE 87A No 94L - 27 INTERIOR 105 LOCAL 102;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;CL 87 A 94 L 27;4.713263798656849;-74.10098865513864
MOVIFEMZ;CALLE 86 No 95 - 40;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;CL 86 95 40;4.712731754430399;-74.10346555057404
CAFE INTERNET ALFANET COMUNICACIONES;CALLE 87  NRO 95 F - 65  INTERIOR 101;ENGATIVA;CIUDAD BACHUE I ETAPA;Calle 80;CL 87 95 F 65;4.715605159536347;-74.10469559061421
PAPELERIA EXPRESS MR;TRANSVERSAL 94 L No 84 - 09;ENGATIVA;BOCHICA;Calle 80;TV 94 L 84 09;4.711207649037192;-74.10404476354663
LIBRERIA Y PAPELERIA CRISTIANA ISRAEL;CALLE 86 No 95 - 23 CENTRO COMERCIAL BOCHICA 1 LOCAL 10;ENGATIVA;BOCHICA;Calle 80;CL 86 95 23;4.71244281037461;-74.10426121161419
CAFE INTERNET JHON SEBASTIAN LOPEZ;CALLE 86  No 95 - 23  BLOQUE 25 APARTAMENTO 107;ENGATIVA;BOCHICA;Calle 80;CL 86 95 23;4.71244281037461;-74.10426121161419
ALO K FE;CALLE 75 No 100A-05;ENGATIVA;EL MADRIGAL;Calle 80;CL 75 100 A 05;4.70626087668937;-74.11498605185383
CABINAS TELEFONICAS MULTISERVICIOS ONLINE MM;CARRERA 69 No 64F - 20;ENGATIVA;LA ESTRADITA;Engativa;KR 69 64 F 20;4.6731323213461256;-74.09418708278658
DROGUERIA PHRMAMEDICAL;CARRERA 69 A  No 65 - 98;ENGATIVA;LA ESTRADITA;Engativa;KR 69 A 65 98;4.67542457828188;-74.0931417298323
VENTA DE PRODUCTOS DE ASEO PLASTIDESECHABLES PADILLA  G O;CARRERA 68D No 65A - 49;ENGATIVA;LA ESTRADITA;Engativa;KR 68 D 65 A 49;4.6740488128288264;-74.09153018761376
PAPELERIA ISI DE COLOMBIA;CARRERA 69 No 64D - 19;ENGATIVA;LA ESTRADITA;Engativa;KR 69 64 D 19;4.672827198050518;-74.09470614369246
DROGUERIA SIGLO XXI.;CALLE 64F No 77 - 30;ENGATIVA;VILLA LUZ;Engativa;CL 64 F 77 30;4.681981904856517;-74.10606742076156
ALMACEN  MATERIALES ELECTRICOS Y DE CONSTRUCCION  SAS;AVENIDA CARRERA 72 No 63D 26 LOCAL 103;ENGATIVA;LA CABANA;Engativa;AK 72 63 D 26;4.6757914365988;-74.102978016909
CAFE INTERNET COMUNICACIONES O11CE Y TR3CE;CARRERA 92 No 85 - 28 LOCAL 102;ENGATIVA;PRIMAVERA;Calle 80;KR 92 85 28;4.70991749600557;-74.1015744381571
DROGUERIA TU FARMACIA;CALLE 85 No 91 - 33;ENGATIVA;PRIMAVERA;Calle 80;CL 85 91 33;4.709383829920142;-74.10194593756285
CAFE INTERNET PAPELERIA E INTERNET BLUE;CARRERA 91 No 88A - 34;ENGATIVA;PRIMAVERA;Calle 80;KR 91 88 A 34;4.71203713876461;-74.0986134342684
CAFE INTERNET CIBEREXPRESS NET;CARRERA 14B No 136A - 08 SUR;ENGATIVA;BOCHICA II;Calle 80;KR 14 B 136 A 08 SUR;4.47440523762619;-74.1234663221467
DROGUERIA UNICA DEL OCCIDENTE;CALLE 91 A  NRO 95 I - 09;ENGATIVA;CIUDAD BACHUE;Calle 80;CL 91 A 95 I 09;4.720074577435524;-74.1024766533286
CAFE INTERNET LUZ CORREDOR;CARRERA 95G No 90A - 05;ENGATIVA;CIUDAD BACHUE;Calle 80;KR 95 G 90 A 05;4.718806117631231;-74.10216662681981
VENTA DE SEGUROS MERKASEGUROS IN WAY ASEGURADOS CLUB LTDA 2;CARRERA 69 No 64A - 64;ENGATIVA;BOSQUE POPULAR;Engativa;KR 69 64 A 64;4.67181055491865;-74.0951650388967
CAFE INTERNET FACI NET;CARRERA 69F No 64 - 98;ENGATIVA;BOSQUE POPULAR;Engativa;KR 69 F 64 98;4.672690828640879;-74.09628471342852
PAPELERIA Y PIÑATERIA PINK;CARRERA 69N No 63A-99;ENGATIVA;BOSQUE POPULAR;Engativa;KR 69 N 63 A 99;4.67193758392926;-74.09902503680979
DROGUERIA DROGAS LA 61;CALLE 63C No 69 - 99;ENGATIVA;BOSQUE POPULAR;Engativa;CL 63 C 69 99;4.67067954096144;-74.0971347290424
PAPELERIA Y CACHARRERIA MILIN;CARRERA 69P No 64 94;ENGATIVA;BOSQUE POPULAR;Engativa;KR 69 P 64 94;4.67386783196309;-74.0979874049997
DROGUERIA NUEVA SANTA MARTHA;CARRERA 69  NRO 63 A BIS - 45;ENGATIVA;BOSQUE POPULAR;Engativa;KR 69 63 A 45;4.66972932006113;-74.09688776352984
INTERMUNDIAL DE SERVICIOS;TRANSVERSAL 93 No 64 - 59;ENGATIVA;LOS ALAMOS;Engativa;TV 93 64 59;4.68985156241041;-74.1175417784984
TIENDA NATURISTA JO SANA;TRANSVERSAL 93 No 64G - 07;ENGATIVA;LOS ALAMOS;Engativa;TV 93 64 G 07;4.690416180855969;-74.11761953797625
CAFE INTERNET BURBANKTEL NET COM;DIAGONAL 63 F  NRO 88 - 12;ENGATIVA;LOS ALAMOS;Engativa;DG 63 F 88 12;4.68616297420514;-74.1137616649602
PAPELERIA BOGOTA CAFE INTERNET;CALLE 65B No 86 - 86 INTERIOR 2 LOCAL 05;ENGATIVA;LOS ALAMOS;Engativa;CL 65 B 86 86;4.689991316383513;-74.11052009690849
SUPERMERCADO POMAC;AVENIDA CARRERA 86 No 64F - 10;ENGATIVA;LOS ALAMOS;Engativa;AK 86 64 F 10;4.686108534330023;-74.11211021652825
CAFE INTERNET CANELA II;CALLE 77 No 124A - 17;ENGATIVA;VILLAS DE ALCALA;Engativa;CL 77 124 A 17;4.72081130972256;-74.1335369347555
VARIEDADES REMATANDO.COM;DIAGONAL 77 No 121 - 01 CASA 25 MANZANA 4;ENGATIVA;VILLAS DE ALCALA;Engativa;DG 77 121 01;4.719691333584554;-74.132680892179
SURTIFRUVER EL NOGAL;DIAGONAL 77 No 120A  - 09;ENGATIVA;VILLAS DE ALCALA;Engativa;DG 77 120 A 09;4.72058667901543;-74.1325047475471
CAFE INTERNET OXINET COMUNICACIONES;CALLE 91A No 94L - 16;ENGATIVA;LUIS CARLOS GALAN;Calle 80;CL 91 A 94 L 16;4.7158059340459975;-74.09802450379722
CAFE INTERNET SADAV A CAFE NET;CARRERA 94 L No 91A - 57;ENGATIVA;LUIS CARLOS GALAN;Calle 80;KR 94 L 91 A 57;4.71624230001182;-74.09745357115256
GRANERO TRIGOS DE PRIMAVERA;CARRERA 109 A No 66  33;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;KR 109 A 66 33;4.702868453014408;-74.12895424337745
PAPELERIA INTERNET XBOX ECOELECTRO;CARRERA 106A No 69B - 29;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;KR 106 A 69 B 29;4.704119378592367;-74.12450630866377
CAFE INTERNET Y Y J COMUNICACIONES;CARRERA 110 No 64D - 03;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;KR 110 64 D 03;4.701707905976965;-74.13011064460537
AUTOSERVICIO PUNTO YA;CARRERA 11 No 64 - 76;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;KR 11 64 76;4.65093449929335;-74.0621822583974
DROGUERIA LA PRINCIPAL DEL DORADO;CARRERA 110 No 65B - 86 PISO 1;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;KR 110 65 B 86;4.703019561346184;-74.12899168207159
CAFE INTERNET SERTEC JL COMPUTACION Y TECNOLOGIA;CARRERA 110 No 68B - 57;ENGATIVA;SN. ANTONIO ENGATIVA;Engativa;KR 110 68 B 57;4.704480340392508;-74.12823805765751
PAPELERIA A B C;CALLE 64H No 69L - 23;ENGATIVA;LA ESTRADA;Engativa;CL 64 H 69 L 23;4.675104665400802;-74.09650070303871
MARY FOX.COM;CARRERA 105 F No 70 F - 11;ENGATIVA;VILLA AMALIA;Calle 80;KR 105 F 70 F 11;4.706161495400796;-74.12146789188671
VARIEDADES CINTERNET LUZ DEL MAR;CARRERA 105 F BIS No 71A - 71;ENGATIVA;VILLA AMALIA;Calle 80;KR 105 F BIS 71 A 71;4.70733324094557;-74.12107566593477
CAFE INTERNET AMERICATEL.NET;CARRERA 110 No 72 - 30;ENGATIVA;VILLA AMALIA;Calle 80;KR 110 72 30;4.710768604925221;-74.12468072124095
PAPELERIA CARMEN SIERRA;CARRERA 106A No 70C - 12 LOCAL 1;ENGATIVA;VILLA AMALIA;Calle 80;KR 106 A 70 C 12;4.70595637600535;-74.1234011221505
VENTA DE EQUIPOS HOD PRINT SOLUTIONS SAS;AVENIDA CARRERA 72 No 76 - 15;ENGATIVA;SANTA MARIA;Calle 80;AK 72 76 15;4.692585964407291;-74.09193620374685
CAFE INTERNET SALNEJUAN COM;CARRERA 104 No 77 - 05;ENGATIVA;GARCES NAVAS ORIENTAL;Calle 80;KR 104 77 05;4.71035682435071;-74.1166783696129
CAFE INTERNET INTRANET.COM;CALLE 79 No 68C 16;ENGATIVA;LAS FERIAS;Calle 80;CL 79 68 C 16;4.68463265250454;-74.0813678153104
MISEL PAPELERIA Y COMUNICACIONES;CARRERA 69H No 79 - 06;ENGATIVA;LAS FERIAS;Calle 80;KR 69 H 79 06;4.68744345877694;-74.0835786991038
CAFE INTERNET MARALUL;CARRERA 69B No 77 - 63;ENGATIVA;LAS FERIAS;Calle 80;KR 69 B 77 63;4.68572618660834;-74.0845635716842
PAPELERIA SUPER COM;CARRERA 68C No 76A - 51;ENGATIVA;LAS FERIAS;Calle 80;KR 68 C 76 A 51;4.68285174245973;-74.08354821813003
PAPELERIA ALMACEN ATENAS ACERO;CARRERA 69H No 77 - 25;ENGATIVA;LAS FERIAS OCCIDENTAL;Calle 80;KR 69 H 77 25;4.686246521792185;-74.08531992422829
CAFE INTERNET CIBER 45;CARRERA 26 No 77 - 23;ENGATIVA;LAS FERIAS OCCIDENTAL;Calle 80;KR 26 77 23;4.668133658660795;-74.0650965999919
