LATITUD;LONGITUD;IDENTIFICADOR;NOMBRE PARADERO;VIA PARADERO;DIRECCION PARADERO
4.614275637;-74.213364391;125A09;Dg 90 Sur;Tv  80I;Tv  80i - Dg 90 S
4.614304636;-74.213201386;124A09;Br San Diego;Tv  80I;Tv  80i - Dg 89B S
4.612914611;-74.210471303;127A09;Br San José;Kr  80I;Kr 80i - Cl 85B S
4.612847610;-74.210377300;126A09;Br el Jardín;Kr  80I;Kr 80i - Cl 87B S
4.606329516;-74.202592075;489A09;Br. V Anny I;Cl 74 S;Cl 74A S - Kr 79 Bis A
4.607681532;-74.203333093;134A09;Br San Bernardino I;Dg  74 A S;Dg 74A S - Kr 78i
4.608362530;-74.201859041;138A09;Kr 79C;Dg  74 A S;Dg 74A S - Kr 79C
4.608172525;-74.201019015;137A09;Dg 73H;Kr  79D;Kr 79D - Dg 73H S
4.607307512;-74.199911983;486A09;Br. José María Carbonell;Tv  78D;Tv  79D - Cl 73B S
4.612007586;-74.206806187;145A09;Br el Jardín;Kr  80K;Kr 80K - Cl 82B S
4.611971585;-74.206730184;144A09;Br San Diego Bosa;Kr  80K;Kr 80K - Cl 82B S
4.610020554;-74.203882100;149A09;Pq la Esperanza;Kr  80J;Kr 80J - Cl 75
4.609808552;-74.203662094;148A09;Pq la Esperanza;Kr  80J;Kr 80J - Cl 75 S
4.599568411;-74.192701782;158A09;Br. Pablo VI;Kr 77J;Kr 77J - Cl 70B S
4.599655410;-74.192408772;159A09;Br. Pablo VI;Kr 77J;Kr 77J - Cl 70B S
4.599032393;-74.189913693;273A09;Br. La Estación;Kr 77J;Kr 77J - Cl 69B S
4.598706388;-74.189367677;162A09;Br. La Estación;Kr 77J;Kr 77J - Cl 68 - 54S
4.598342363;-74.184907532;164A09;Br. San Pablo II Sector;Kr 77J;Kr 77J - Cl 65G S
4.598229362;-74.184835530;163A09;Br. San Pablo II Sector;Kr 77J;Kr 77J - Cl 65G S
4.603612468;-74.197374917;485A09;Br. José María Carbonell;Kr 78C;Kr 78C - Cl 72 S
4.603720469;-74.197307914;484A09;Br. José María Carbonell;Kr 78C;TV 79D - Cl 72A S
4.604665473;-74.196481882;167A09;Cl 71D;Tv  78D;Tv  78D - Cl 71D S
4.604312468;-74.196050870;166A09;Br José María Carbonell;Tv  78D;Tv  79D - Cl 72B S
4.607020508;-74.199497970;490A09;Br Gran Colombiano;Tv  79D;Tv  79D - Cl 73B S
4.606819506;-74.199422969;168A09;Br. Villa Anny I;Tv  79D;Tv  79D - Dg 73B S
4.602033443;-74.194971845;483A09;Br. José María Carbonell;Cl 71A S;Cl 71A S - Kr 78
4.602013443;-74.194899843;482A09;Br. José María Carbonell;Cl 71A S;Cl 71A S - Kr 78A
4.602991444;-74.193497792;177A09;Br Nueva Granada Bosa;Kr  78C;Kr 78C - Cl 70B S
4.602835440;-74.192890773;178A09;Br Piamonte Naranjos;Kr  78C;Kr 78C - Cl 70 S
4.610192517;-74.195792833;194A09;Colegio Antonio Ricaurte Sede;Kr 81;Kr 81 - Cl 71F S
4.610124516;-74.195734832;193A09;CED Cafam los Naranjos;Kr 81;Kr 81 - Cl 71F S
4.610613523;-74.196160844;195A09;Br. Gran Colombiano;Dg 72 S;Dg 72 S - Kr 81
4.610534521;-74.196087841;196A09;CED Humberto Valencia;Dg 72 S;Dg 72 S - Kr 81
4.612238537;-74.196196837;197A09;Br. Gran Colombiano;Cl 72 A S;Cl 72 A S - Kr 81H
4.612293537;-74.196124834;198A09;Br. Paso Ancho;Cl 72 A S;Cl 72A S - Kr 81H
4.615213575;-74.198808909;514A09;Br Islandia;Cl 73F Bis Sur;N/A
4.615134565;-74.196997849;512A09;Br Islandia;Dg 73 BIS Sur;N/A
4.615002564;-74.196886846;513A09;Br Islandia KR83A;Dg 73 BIS Sur;N/A
4.609746505;-74.194026778;203A09;Liceo Moderno San Francisco;Kr 81;Kr 81 - Cl 71 S
4.609662501;-74.193337755;204A09;Pq. Paso Ancho;Kr 81;Kr 81 - Cl 70A Bis S
4.609625492;-74.191602698;206A09;Br. San Pablo Bosa;Cl 68A S;Cl 68A S - Kr 80N
4.609709493;-74.191541696;207A09;Br. Jiménez de Quesada II Sect;Cl 68A S;Cl 68A S - Kr 80N Bis
4.602675430;-74.190996712;070A09;Registraduría Auxiliar de Bosa;Tv  78L;Tv 78L - Dg 69C S
4.603399432;-74.190224683;069A09;Br. San Pablo Bosa;Tv  78L;Tv 78L - Cl 69A S
4.604469436;-74.189219645;220A09;Tv  79;Cl 68A S;Cl 68A S - Tv  79
4.604529437;-74.189221645;221A09;Tv  79;Cl 68A S;Cl 68A S - Tv  79
4.604736434;-74.188182609;071A09;Plaza de Mercado San Pablo I S;Tv  78L;Tv 78L - Cl 66 S
4.605025436;-74.188065604;072A09;Salón Comunal Bosa San Pablo;Tv  78L;Tv 78L - Cl 67 S
4.606233457;-74.190308672;222A09;IED Fernando Mazuera Villegas;Cl 68A S;Cl 68A S - Tv  80F
4.606186456;-74.190248670;223A09;Pq. Virgen del Carmen;Cl 68A S;Cl 68A S - Tv  80F
4.608085476;-74.191067688;224A09;Parroquia el Divino Niño Jesús;Cl 68A S;Cl 68A S - Kr 80K
4.608457480;-74.191139689;225A09;Pq. Deportivo Piamonte;Cl 68A S;Cl 68A S - Kr 80K
4.605399438;-74.187934598;226A09;Cementerio de Bosa;Dg 66;Dg 66 S - Tv  80 A
4.604074405;-74.183398455;049A09;Éxito Bosa;Cl 65 S;Cl 65 S - Kr 78H
4.606924448;-74.187265569;233A09;Br. Jiménez de Quesada Cl 65F;Kr  80 C;Kr 80 C - Cl 65 F S
4.606795446;-74.186997561;230A09;Br. Jiménez de Quesada II Sect;Tv  80B;Tv  80B - Cl 65F S
4.607557446;-74.185601511;073A09;CED Los Andes;Kr 80C;Kr 80C - Cl 65 S
4.607719447;-74.185687513;074A09;Colegio Nuestra Señora de Naza;Kr 80C;Kr 80C - Cl 65D S
4.608793456;-74.185635506;076A09;Monasterio de la Visitación de;Cl 65 S;Cl 65 S - 80C
4.607047437;-74.184708484;052A09;Zona Recreativa la Av. Bosa;Cl 65 S;Cl 65 S - Kr 80
4.607717438;-74.183749450;051A09;Plaza de Mercado Bosa Centro;Cl 63 S;Cl 63 S - Kr 80
4.616002528;-74.187644538;066A09;La Paz Bosa;Cl 62 S;Cl 62 S - Kr 82C
4.609707467;-74.186242522;053A09;Colegio Inmaculado Corazon de;Cl 65 S;Cl 65 S - 80 I
4.611940488;-74.186607523;043A09;IED Francisco de Paula Santand;Cl 63 S;Cl 63 S - Kr 81C
4.611506482;-74.186189512;044A09;Centro Educativo Argelia;Cl 63 S;Cl 63 S - Kr 81 B
4.609640461;-74.184991481;042A09;Plaza de Mercado Bosa Centro;Cl 63 S;Cl 63 S - 80 H
4.615751524;-74.187282527;065A09;Br La Paz Bosa;Cl 62 S;Cl 62 S - Kr 82G
4.632431741;-74.202395944;224A08;Ciudadela El recreo 1A - 1B -2;Kr  97 C;Kr 97 C - Cl 71S
4.632398740;-74.202246939;223A08;Ciudadela El recreo 1A - 1B -2;Kr  97 C;Kr 97 C - Cl 71 S
4.634296749;-74.200835884;237A08;San Bernardino XVI;Kr  98 B;Kr 98 B - CL 69 S
4.634407749;-74.200562874;236A08;Ciudadela El recreo 1A - 1B -2;Kr  98 B;Kr 98 B - 69 S
4.629019679;-74.195806744;276A09;Desarrollo las Margaritas III;Cl 63 S;Cl 63 S - Kr 91
4.629073680;-74.195783743;277A09;Las Margaritas III;Cl 63 S;Cl 63 S - Kr 91
4.633510730;-74.198222802;285A08;PLAZA;Cl 63 S;Cl 63 S - Kr 95
4.630825699;-74.196691764;274A09;Las Margaritas;Cl 63 S;Cl 63 S - Kr 93C
4.630622697;-74.196554761;275A09;Las Margaritas;Cl 63 S;Cl 63 S - Kr 93C
4.627863661;-74.194130694;279A09;San Bernardino II;Kr  89 BIS A;Kr 89 BIS A - Cl 62 A S
4.627497648;-74.192091629;280A09;San Bernardino II;Cl 59 C S;Cl 59 C S - Kr 88H
4.627486648;-74.192011627;250A08;San Bernardino II;Cl 59 C S;Cl 59 C S - Kr 88 H
4.629553670;-74.192962648;281A09;Centro Educativo Santiago de A;AK 89 B;AK  89 B - Cl 59 C S
4.619941570;-74.189356575;067A09;Villas De Valero;Cl 62 S;Cl 62 S - Kr 86B
4.620182572;-74.189259571;068A09;Villa Magda;Cl 62 S;Cl 62 S - Kr 86G
4.621531580;-74.188612543;286A09;Barrio El Rodeo;Kr 87 Bis;Kr 87 Bis - Cl 60 Sur
4.624036609;-74.190117581;304A09;La Fontana I y II;Cl 59C S;Cl 59C S - 87M
4.624386613;-74.190299585;305A08;El Libertador II;Cl 59C S;Cl 59C S - Kr 87I
4.621661582;-74.188665545;287A09;Bosa Nova;Kr 87 Bis;Kr 87 Bis - Cl 60 Sur
4.623172598;-74.189331559;157A09;La Maria;Cl 59 C S;Cl 59 C S - 87D
4.623407600;-74.189420561;216A08;Villa Nora;Cl 59 C S;Cl 59 C S - Kr 87F
4.619108549;-74.186508486;292A09;DG 59B;Kr  84C;Kr 84C - DG 59B S
4.619025538;-74.184290413;116A09;CL 58 Sur;Av. Ciudad de Cali;Av Ciudad de Cali - CL 58 Sur
4.619435537;-74.183453384;016A08;Salón Comunal Villa Clemencia;Av. Ciudad de Cali;Av Ciudad de Cali - Cl 56 S
4.620350549;-74.184165403;264A08;KR 85A;Cl 57 B S;Cl 57 B S - KR 85-15
4.623355580;-74.185241424;270A08;Br. Las Acacías;Kr 19G;Kr 19G - Cl 62 S
4.634988748;-74.199416834;286A08;Santiago de Atalayas;Kr  98 B;Kr 98 B - Cl 65 S
4.635076749;-74.199458835;287A08;San Bernardino XVI;Kr  98 B;Kr 98 B - Cl 65 S
4.634738743;-74.198685811;288A08;Santiago de Atalayas;Cl 63 S;Cl 63 S - Kr 97 B
4.638899708;-74.184080311;298A08;Urb. El Porvenir III;Cl 50 S;Cl 50 S - 93 D
4.638704705;-74.183894306;299A08;Br. Osorio X Urbano;Cl 50 S;Cl 50 S - Kr 93D
4.641272734;-74.185147335;300A08;Br. Osorio X Urbano;Cl 50 S;Cl 50 S - Kr 97
4.641549736;-74.185094332;301A08;Br. Osorio X Urbano;Kr 97C;Kr 97C - Cl 50 S
4.508107417;-74.147296723;429A11;Br. Lagunitas;KR 18F;KR 18F - CLL 92 S
4.510168430;-74.146441685;430A11;Br. Lagunitas;KR 18F;KR 18F - CLL 89 S
4.510123301;-74.119061788;088A12;Br. Marichuela;Autopista al Llano;Dg 87 S - Kr 2D
4.510184299;-74.118528770;089A12;Br. Marichuela;Autopista al Llano;Dg 78 S - Tv  1C
4.517681378;-74.121939847;022A12;Br. Granada S;Autopista al Llano;AK 4 - Cl 72C S
4.514396348;-74.121498847;077A12;Br. San Juan Bautista;Autopista al Llano;AK 4 - Cl 74B Bis S
4.516863362;-74.120012787;112A12;Br Santa Librada Cl 73B S;Kr  3;Kr 3 - Cl 73B-62 S (AL FRENTE)
4.516890362;-74.119906784;113A12;Br Santa Librada Cl 73B S;Kr  3;Kr 3 - Cl 73B Sur
4.517710377;-74.121704839;021A12;Br. Santa Librada;Autopista al Llano;AK 4 - Cl 73A S
4.516063352;-74.119276767;114A12;Salón Comunal San Juan Bautist;Cl 73D BIS S;Cl 73D BIS S - Kr 2A-03
4.578831169;-74.179245439;207A10;Br Santo Domingo;Cl 68B S;Cl 68B S - 77B
4.576844138;-74.176333353;099A10;Br. Santa Viviana;Cl 75D S;Cl 75D S - Kr 75H
4.576989139;-74.176357353;100A10;Br. Santa Viviana;Cl 75D S;Cl 75D S - Kr 75H
4.576122120;-74.173854275;105A10;Br. Santa Viviana;Cl 75D S;Cl 75D S - Kr 74F
4.576219121;-74.173831273;106A10;Salón Comunal Santa Viviana;Cl 75D S;Cl 75D S - Kr 74F
4.575442100;-74.170947182;101A10;Br. Caracolí;Cl 75D S;Cl 75D S - Kr 73B
4.575425099;-74.170572170;102A10;IED Sierra Morena;Cl 75D S;Cl 75D S - Kr 75B
4.576180103;-74.170114152;103A10;Br. Sierra Morena;Cl 75B S;Cl 75B S - Tv  73B
4.577539120;-74.171238182;300A10;Sierra Morena;Cl 75B S;Cl 75B S - Tv  73H
4.577091113;-74.170610164;104A10;Br. Sierra Morena;Cl 75B S;Cl 75B S - Tv  73H
4.577948121;-74.170833167;299A10;Tv 73J;Dg 73C;Dg 73C S- Tv 73J
4.577055107;-74.169456126;298A10;Tv 73C;Dg 75 S;Dg 75 S - Tv 73C
4.577207107;-74.169149115;109A10;Corporación Minuto de Dios;Dg 75 S;Dg 75 S - Tv  73B
4.579037126;-74.169935132;111A10;Br Sierra Morena;Dg 73C S;DG 73C S - Tv 73J
4.579205128;-74.169914131;112A10;Br Sierra Morena;Dg 73C S;Dg 73C S - Tv  73i
4.577122105;-74.168971110;110A10;Corporación Minuto de Dios;Dg 75 S;Tv 65A - Cl 73
4.578292110;-74.167824066;301A10;Tv 73C;Dg 75 S;Dg 75 S - Tv 73C
4.579315116;-74.167350046;113A10;Br. Sierra Morena;Dg 70 S;Dg 70 S - Kr 73D
4.579464118;-74.167410047;114A10;Br. Sierra Morena;Dg 70 S;Dg 70 S - Kr 73D Bis
4.582230152;-74.169498103;115A10;Br. Ismael Perdomo;Tv  73G;Tv  73G - Cl 68A Bis S
4.582402153;-74.169491102;116A10;Br. Ismael Perdomo;Tv  73G;Tv  73G - Dg 68B S
4.584031167;-74.169513095;119A10;Br. Ismael Perdomo;Dg 66 S;Dg 66 S - Tv  73D bis A
4.584097167;-74.169406091;120A10;Br. Ismael Perdomo;Dg 66 S;Dg 66 S - Tv  73D Bis
4.580834137;-74.168874089;130A10;Br. Sierra Morena;Tv  73H;Tv  73H - Dg 70 S
4.581020138;-74.168861088;129A10;Br. Sierra Morena;Tv  73H;Tv  73H - Cl 69B S
4.565043936;-74.155030709;190A11;Cl 69C S;Tv  22;Tv  22 - Cl 69C S
4.565259939;-74.155236715;191A11;Tv  22;Tv  22;Tv  22 - Cl 69C Bis S
4.562531901;-74.152131626;194A11;Kr 20D Bis;Kr 20D Bis;Kr 20D Bis - Cl 68B S
4.562695901;-74.151904618;195A11;Br. Juan José Rondón;Kr 20D Bis;Kr 20D Bis - Cl 68G S
4.578385105;-74.166637027;040A10;Br. Sierra Morena;Tv  60;Tv  60 - Kr 73 S
4.578296103;-74.166306017;041A10;CED. Ciudad Bolívar;Tv  60;Cl 72 S - Kr 73
4.581216124;-74.165602980;064A10;Br. Sierra Morena;Tv  60;Tv  60 - Tv  72B
4.581519125;-74.165259967;065A10;Br. Sierra Morena;Tv  60;Kr 72B - Cl 69G S
4.583368131;-74.163134889;067A10;Br. Sierra Morena;Kr 71A;Dg 68 S - Kr 71F
4.583601132;-74.162904880;066A10;Pq. Sierra Morena;Kr 71A;Kr 71A - Dg 68A Bis S
4.580075091;-74.160735825;068A10;Urb. el Ensueño;Cl 68F S;Tv  62 - Dg 68F
4.580460094;-74.160645821;069A10;Urb. Bosques de la Candelaria;Cl 68F S;Cl 68F S - AK 51
4.574409010;-74.153800625;031A11;Br. Arborizadora Baja;Av. Villavicencio;AC 61 S - Kr 44
4.573405999;-74.153184609;030A11;CADE Candelaria;Av. Villavicencio;Av. Villavicencio - Kr 44
4.579255066;-74.156909704;071A10;U Distrital;Av. Villavicencio;Av. Villavicencio  - Tv  50
4.580346077;-74.157226709;090A10;Br. Verona;Av. Villavicencio;AC 68 S - AK 51
4.576707038;-74.155576672;089A10;Br. Verona;Av. Villavicencio;Av. Villavicencio  - Kr 48
4.576530035;-74.155196660;030A10;Br. Verona;Av. Villavicencio;AC 68 S - Kr 48
4.580809076;-74.156207673;074A10;Br. El Ensueño;Av. Jorge Gaitán;AK 51 - Cl 68 S
4.580582071;-74.155618655;073A10;Br. El Ensueño;Av. Jorge Gaitán;AK 51 - Cl 59C S
4.580545051;-74.151484520;014A10;Pq. La Coruña;Av. Jorge Gaitán;AK 51 - Cl 58A S
4.535573618;-74.140730379;054A11;Br. El Minuto de María;Kr  17A;Kr 17A - CL 80C Sur
4.535833621;-74.140802380;053A11;Br. El Minuto de María;Kr  17A;Kr 17A - Cl 80B Sur
4.538007634;-74.139757336;043A11;Br. Buenos Aires;Kr  17A;Kr 17A - Cl 78C Sur
4.537917632;-74.139559329;044A11;Br. Buenos Aires;Kr  17 A S;Kr 17 A - Cl 78C Sur
4.540594647;-74.137910263;052A11;Br. Casa de Teja;Kr  17 A;Kr 17 A - Cl 75 Sur
4.541536655;-74.137928259;051A11;Urb. Buenavista;Kr  17 A S;Kr 17 A - Cl 76A Sur
4.546699702;-74.138476253;284A11;Br. Quintas Del Sur;Cl 70C S;Cl 70C S - Kr 17B
4.548501724;-74.139870290;287A11;Br. La Florida Sur;Kr  17F;Kr 17F - Cl 69L Sur
4.548600723;-74.139652282;288A11;Br. La Florida Sur;Kr  17F;Kr 17F - Cl 69C Sur
4.543792674;-74.137740242;049A11;Br. Sotavento;Kr  17 A;Kr 17 A - 73B
4.544699680;-74.137495230;050A11;Br. Sotavento;Kr  17A;Kr 17A - Cl 73A S
4.546934702;-74.138226243;289A11;Br. Quintas Del Sur;Cl 70C S;Cl 70C S - KR 17B BIS
4.547633703;-74.137187206;048A11;Br. Quintas del Sur;Av. Boyacá;Av. Boyacá - Cl 70B S
4.545655682;-74.136106180;099A11;Central de mezclas Kr 16D;Av. Boyacá;Av. Boyacá S - Kr 16D
4.527194482;-74.126835963;093A11;Cementerio Serafin Kr 4;Av. Boyacá;Av. Boyacá S - Kr 4
4.527327481;-74.126439949;094A11;Cementerio Serafin Kr 4;Av. Boyacá;Av. Boyacá S - Kr 4
4.534954553;-74.128028965;091A11;Br. La Fiscala;Av. Boyacá;Av. Boyacá S - Kr 8
4.535141553;-74.127742955;092A11;Cementerio Serafin Kr 8;Av. Boyacá;Av. Boyacá S - Kr 8
4.520816410;-74.122964866;020A12;Br. La Aurora Tv  3A;Autopista al Llano;AC 71 S - Tv  3A
4.521043411;-74.122959864;019A12;Br. La Aurora;Autopista al Llano;AC 71 S - Tv  3D
4.519942392;-74.120761797;117A12;Pq la Aurora;Cl 71F S;Cl 71F S - Kr 3 BIS
4.519756389;-74.120546791;118A12;Pq la Aurora;Cl 71F S;Cl 71F S - Kr 3 bis
4.540755630;-74.133988133;010A11;Br. Casa de Teja;Av. Boyacá;Av. Boyacá S - Kr 15
4.540985630;-74.133666122;117A11;Central de mezclas;Av. Boyacá;Av. Boyacá S - Kr 15
4.541569564;-74.118642627;124A12;Kr 5C;Cl 56 S;Cl 56 S - Kr 5C
4.541765566;-74.118601624;125A12;Kr 5C;Cl 56 S;Cl 56 Sur - Kr 5C
4.547729629;-74.121227682;040A11;Escuela de Artillería No 13;Cl 51 S;Cl 51 S - Tv 5 D
4.547728627;-74.120966674;007A12;Escuela de Artillería No 13;Av. Cl 51 S;AC 51 Sur -  Tv 5D
4.557082828;-74.146607470;413A11;CAI Compartir;Dg 65B S;Dg 65B Sur - Kr 18T-39
4.558335835;-74.145736436;307A11;Br. Millán;Cl 65B S;Cl 65B S - Kr 19
4.558262834;-74.145694435;306A11;Br. Compartir;Cl 65B S;Cl 65B S - Kr 19
4.562806890;-74.149380534;310A11;IED San Francisco;Kr 20C;Kr 20C - Cl 67 S
4.562750889;-74.149229530;415A11;CL 67 S;KR 20C;Kr 20C - CL 67 S
4.563522883;-74.146573439;416A11;CL 64 S;KR 20C;Kr 20C - CL 64 S
4.566218906;-74.146654429;312A11;IED San Francisco;Cl 64 S;Cl 64 S - Kr 22
4.566336907;-74.146540425;313A11;IED San Francisco;Cl 64 S;Cl 64 S - Kr 22A
4.560422849;-74.144919399;315A11;Br. Millán;Dg 64 Bis S;Dg 64 Bis S - Kr 19C
4.562645871;-74.145605411;318A11;Br. Las Acacías;Cl 64 S;Cl 64 S - Kr 20
4.563729884;-74.146382432;319A11;Colegio Confraternidad de San;Kr 20C;Kr 20C - Cl 64 S
4.562717871;-74.145419405;320A11;Br. Las Acacías;Cl 64 S;Cl 64 S - Kr 20A
4.563700865;-74.142524305;087A11;Br.  Las Acacías;Av. Tunjuelito;Dg 62 S - Kr 20
4.566807901;-74.144578358;089A11;Br.  Las Acacías;Av. Tunjuelito;Dg 62 S - Kr 22
4.567183905;-74.144680360;090A11;Br.  Las Acacias;Av. Tunjuelito;Dg 62 S - Kr 22A
4.564360877;-74.143915348;417A11;CL 61B S;KR 20C;Kr 20C - CL 61B S
4.564621877;-74.143370329;324A11;Colegio Castro Lozano;Kr 20C;Kr 20C - Cl 61B S
4.552746762;-74.140427288;326A11;Br. Lucero;Kr  17G;Kr 17G - Cl 65 Sur
4.552697761;-74.140217282;329A11;IED Ciudad de Montreal;Kr  17G;Kr 17G - Cl 65 Sur
4.554166770;-74.139551253;331A11;Br. Domingo Lain I;Dg  64A BIS S;Dg 64A BIS S - Kr 17B
4.554083769;-74.139497251;330A11;Br. Domingo Lain I;Dg  64A BIS S;Dg 64A BIS S - Kr 17B
4.559400813;-74.139267219;004A11;Br. Lucero Alto;Av. Boyacá;AC 61 S - Kr 18Q
4.559432812;-74.138960209;005A11;Hsp. de Meissen;Av. Boyacá;Av. Boyacá S - Kr 18B
4.552405743;-74.136940175;009A11;Br. Lucero del Sur;Av. Boyacá;Av. Boyacá  - Cl 66 S
4.552513742;-74.136540162;008A11;Br. México Cl 65A S;Av. Boyacá;Av. Boyacá  - Cl 65A S
4.554748766;-74.137682189;007A11;Br. Lucero del Sur;Av. Boyacá;Av. Boyacá  - Cl 64A Bis S
4.554851766;-74.137389179;006A11;Br. México Cl 64 S;Av. Boyacá;Av. Boyacá  - Cl 64 S
4.563862865;-74.142232295;088A11;Br.  Las Acacias;Av. Tunjuelito;Dg 62 S - Kr 20A
4.561752837;-74.140172237;085A11;Br. Lucero Alto;Av. Tunjuelito;Dg 62 S - Kr 19
4.561841837;-74.139903228;086A11;Br. Lucero Alto;Av. Tunjuelito;Dg 62 S - Kr 19A
4.562433837;-74.138948194;003A11;Br. San Benito;Av. Boyacá;Kr 19 - Cl 60A S
4.562774839;-74.138654183;002A11;Br. San Benito Cl 60 S;Av. Boyacá;Av. Boyacá - Cl 60 S
4.570482953;-74.148842481;032A11;Br. El Satélite;Av. Villavicencio;Av. Villavicencio  - Kr 30
4.570561953;-74.148740477;118A11;CADE Ciudad Bolívar;Av. Villavicencio;AC 61 S - Tv  32
4.568467922;-74.145911394;061A11;Br. El Satélite;Av. Villavicencio;Av. Villavicencio  - Kr 22B
4.568664924;-74.145960395;062A11;Br. El Chircal S;Av. Villavicencio;AC 61 S - Kr 22G
4.579264002;-74.143345259;013A10;Br. Muzú;Av. Jorge Gaitán;Tv  30 - Cl 56F S
4.580214007;-74.142860238;015A10;Urb. Kalamary;Av. Jorge Gaitán;AK 51 - Cl 54 S
4.580934013;-74.142811233;026A10;Av. Jorge Gaitán Cortes;AC 56A S;AC 56A S - Kr 31 S
4.581239014;-74.142466220;093A10;Colmotores;Av. Boyacá;Av. Boyacá S - Kr 32
4.571286914;-74.139232161;418A11;Portal El Tunal;Av Boyaca S;Av Boyaca S - Kr 24
4.571317913;-74.138895150;119A11;Pq. El Tunal;Av. Boyacá;Av. Boyacá S - AK 24
4.573720938;-74.139863171;120A11;Estación Eléctrica el Tunal;Av Boyacá;Av Boyacá - AK 24
4.573785931;-74.138275118;027A11;Pq. El Tunal;AK 24;AK 24 - AC 56A S
4.573770927;-74.137499093;028A11;Pq. El Tunal;AK 24;AK 24 - AC 56A S
4.575379926;-74.134375983;025A11;Br. Tunal Oriental;AK 24;AK 24 - Cl 52 S
4.576865970;-74.141077196;001A11;IED Ciudad de Bogotá Sede B;Cll 56;Cll 56 - Kr 27
4.577200973;-74.140953190;116A11;IED Ciudad de Bogotá Sede B;Av. Boyacá;Av. Boyacá S - Kr 27
4.576742965;-74.140122165;098A11;Br Tunal Oriental;Kr  25;Kr 25 - Cl 55A Sur
4.580777008;-74.142011208;012A10;Br. San Vicente;Av. Jorge Gaitán;Tv  30 - AC 56A S
4.582236011;-74.140081137;011A10;Br. San Vicente;Av. Jorge Gaitán;Tv  30 - Cl 53B S
4.582377013;-74.140152139;010A10;Br. San Vicente;Av. Jorge Gaitán;Tv  30 - Cl 54 S
4.578174960;-74.136599043;097A11;Colegio Marco Fidel Suarez;Kr  25;Kr 25 - Cl 52 Sur
4.584292018;-74.137911057;008A10;Br. Fátima;Av. Jorge Gaitán;Tv  30 - Dg 50 S
4.584101016;-74.137745052;009A10;Br. El Carmen;Av. Jorge Gaitán;Tv  30 - Dg 49B S
4.566239822;-74.128945848;080A11;Br. San Carlos;Cl 53 S;Cl 53 Sur - Kr 17A
4.566947829;-74.129188853;420A11;CAI San Carlos;DG 51 Sur;Dg 51 Sur - Kr 18
4.565410806;-74.127057790;360A11;Br Tunjuelito;Cl 52 S;Cl 52 Sur - Kr 16
4.559414741;-74.124096721;362A11;CED Rufino José Cuervo;Cl 52 S;Cl 52 Sur - Kr 11A
4.557463716;-74.122213669;038A11;Alcaldía Local de Tunjuelito;Cl 51 S;Cl 51 S - Kr 8
4.554665688;-74.121415656;039A11;Br Molinos I Sector;Cl 51 S;Cl 51 S - Kr 6
4.554642687;-74.121207649;006A12;Br Molinos I Sector;Av. Cl 51 S;AC 51 Sur - Kr 6
4.556671706;-74.121563651;005A12;Estación Molinos;Av. Cl 51 S;AC 51 Sur - Kr 7
4.557724716;-74.121746652;131A12;CC Caracas;Kr  9;Kr 9 - Cl 50A S
4.558892725;-74.121682645;134A12;Pq Público Av. Caracas;Kr  10;Kr 10 - Cl 49H Sur
4.560577751;-74.124136717;037A11;Estación Consuelo;Cl 51 S;Cl 51 S - Kr 12A
4.562668777;-74.125765761;365A11;Hospital Tunjuelito II Nivel;Cl 52 S;Cl 52 Sur - Kr 14
4.564100787;-74.125353740;036A11;Estación Socorro;Cl 51 S;Cl 51 S - Cl 15
4.568215800;-74.120676568;135A12;Br. Marco Fidel Suárez I;Dg 46 S;Dg 46 S - Kr 16A
4.568764855;-74.131267912;078A11;Pq el Tunal;Cl 53 S;Cl 53 Sur - Kr 19A
4.569966862;-74.130548883;077A11;Estación Biblioteca;Kr  19 C;Kr 19 C - Cl 51 Sur
4.570367866;-74.130726887;076A11;Estación Biblioteca;Kr  19 C;Kr 19 C - Cl 51 S
4.575207921;-74.133737963;026A11;INEM Tunal;AK 24;AK 24 - Cl 52 S
4.575856911;-74.130512854;068A11;INEM Santiago Pérez;Cl 48B S;Cl 48B Sur - Kr 23
4.572026874;-74.129461838;067A11;Hsp. El Tunal;Cl 48B S;Cl 48B Sur - Kr 21
4.571720866;-74.128288801;074A11;Hsp. El Tunal;Kr  20;Kr 20 - Cl 47B Sur
4.575766902;-74.128800798;075A11;Br Tunal Oriental;Cl 47B S;Cl 47B Sur - Kr 23B
4.579229951;-74.132770912;096A11;Cl 50 Sur;Kr  25;Kr 25 - Cl 50A Sur
4.577020923;-74.130937862;069A11;CAI Tunal;Cl 48B S;Cl 48B Sur - Kr 24A
4.579181946;-74.131781880;070A11;Centro Integral José María Cór;Cl 48 B S;Cl 48B Sur - Kr 24D
4.576843917;-74.129961831;121A11;CAI Tunal;Av. Mariscal Sucre;AK 24A - Cl 47B S
4.577296921;-74.129864826;122A11;C.C. Ciudad Tunal;Av. Mariscal Sucre;AK 24A - Cl 48B S
4.578223924;-74.128905790;419A11;CL 47A S;AK 24;AK 24 - CL 47A S
4.578538921;-74.127715750;060A11;IED Rafael Uribe;Av. Mariscal Sucre;AK 24 - Cl 46 S
4.579054922;-74.126988723;020A10;Br. Santa Lucía;AK 24;AK 24 - Cl 46 S
4.582026946;-74.126729701;059A10;Br. Claret;AC 44 S;AC 44 S - Kr 26
